Farm	UniqueID	DOB	Group	Visit	Date	LastTreatmentDays	LastTreatmentCat	EPG	Serum	Copro	dEPG	dSerum	dCopro
O2	O2_2915	2013-01-23	Heifer	C	2015-11-11	NA	LongerOrNever	0	204.7	1	FALSE	TRUE	FALSE
O2	O2_2915	2013-01-23	Heifer	E	2016-04-05	NA	LongerOrNever	0.4	173.4	53.65	TRUE	TRUE	TRUE
O2	O2_2915	2013-01-23	Heifer	B	2015-08-03	NA	LongerOrNever	0	NA	0.68	FALSE	NA	FALSE
O2	O2_2921	2013-02-05	Heifer	D	2016-01-26	NA	LongerOrNever	0	178.7	7.33	FALSE	TRUE	TRUE
O2	O2_2921	2013-02-05	Heifer	G	2017-01-10	NA	LongerOrNever	NA	3.9	1.22	NA	FALSE	FALSE
O2	O2_2921	2013-02-05	Heifer	C	2015-11-11	NA	LongerOrNever	1.4	37.7	8.27	TRUE	TRUE	TRUE
O2	O2_2921	2013-02-05	Heifer	A	2015-04-27	NA	LongerOrNever	1	161.9	14.38	TRUE	TRUE	TRUE
O2	O2_2921	2013-02-05	Heifer	B	2015-08-03	NA	LongerOrNever	1.2	162.9	1.76	TRUE	TRUE	TRUE
O2	O2_2921	2013-02-05	Heifer	E	2016-04-05	NA	LongerOrNever	1	173	10.97	TRUE	TRUE	TRUE
O2	O2_2925	2013-02-08	Primiparous	G	2017-01-10	NA	LongerOrNever	NA	3	0.89	NA	FALSE	FALSE
O2	O2_2925	2013-02-08	Primiparous	F	2016-08-29	NA	LongerOrNever	1.4	4	0.82	TRUE	FALSE	FALSE
O2	O2_2942	2013-04-04	Heifer	D	2016-01-26	NA	LongerOrNever	0.8	179.2	21.43	TRUE	TRUE	TRUE
O2	O2_2942	2013-04-04	Heifer	E	2016-04-05	NA	LongerOrNever	1.8	138	21.25	TRUE	TRUE	TRUE
O2	O2_2947	2013-04-10	Heifer	A	2015-04-27	NA	LongerOrNever	0	2.3	0.01	FALSE	FALSE	FALSE
O2	O2_2948	2013-04-24	Heifer	D	2016-01-26	NA	LongerOrNever	0.6	250	7.61	TRUE	TRUE	TRUE
O2	O2_2948	2013-04-24	Heifer	F	2016-08-29	NA	LongerOrNever	1.4	204.4	9.01	TRUE	TRUE	TRUE
O2	O2_2948	2013-04-24	Heifer	A	2015-04-27	NA	LongerOrNever	0	3.3	0.21	FALSE	FALSE	FALSE
O2	O2_2948	2013-04-24	Heifer	C	2015-11-11	NA	LongerOrNever	0	195.8	0.89	FALSE	TRUE	FALSE
O2	O2_2948	2013-04-24	Heifer	E	2016-04-05	NA	LongerOrNever	0	183.7	1.63	FALSE	TRUE	TRUE
O2	O2_2951	2013-04-29	Heifer	A	2015-04-27	NA	LongerOrNever	0	3.2	0.07	FALSE	FALSE	FALSE
O2	O2_2951	2013-04-29	Heifer	C	2015-11-11	NA	LongerOrNever	0	167.6	1.4	FALSE	TRUE	FALSE
O2	O2_2951	2013-04-29	Heifer	B	2015-08-03	NA	LongerOrNever	0	NA	-6.16	FALSE	NA	FALSE
O2	O2_2952	2013-04-29	Heifer	B	2015-08-03	NA	LongerOrNever	0	NA	1.22	FALSE	NA	FALSE
O2	O2_2952	2013-04-29	Heifer	D	2016-01-26	NA	LongerOrNever	2.4	225.5	101.69	TRUE	TRUE	TRUE
O2	O2_2952	2013-04-29	Heifer	E	2016-04-05	NA	LongerOrNever	1	189.6	85.01	TRUE	TRUE	TRUE
O2	O2_2961	2013-06-20	Heifer	A	2015-04-27	NA	LongerOrNever	0	3.2	0.01	FALSE	FALSE	FALSE
O2	O2_2961	2013-06-20	Heifer	C	2015-11-11	NA	LongerOrNever	0	96.3	0.42	FALSE	TRUE	FALSE
O2	O2_2961	2013-06-20	Heifer	B	2015-08-03	NA	LongerOrNever	0	4.2	0.61	FALSE	FALSE	FALSE
O2	O2_2974	2013-07-23	Heifer	F	2016-08-29	NA	LongerOrNever	0	8.7	1.03	FALSE	FALSE	FALSE
O2	O2_2974	2013-07-23	Heifer	G	2017-01-10	NA	LongerOrNever	NA	5.1	0.83	NA	FALSE	FALSE
O2	O2_2979	2013-07-29	Heifer	G	2017-01-10	NA	LongerOrNever	NA	-1	1.2	NA	FALSE	FALSE
O2	O2_2979	2013-07-29	Heifer	F	2016-08-29	NA	LongerOrNever	1	154.1	6.13	TRUE	TRUE	TRUE
O2	O2_3001	2013-09-11	Heifer	D	2016-01-26	NA	LongerOrNever	0.8	184	22.8	TRUE	TRUE	TRUE
O2	O2_3001	2013-09-11	Heifer	C	2015-11-11	NA	LongerOrNever	0	112.9	1.44	FALSE	TRUE	TRUE
O2	O2_3001	2013-09-11	Heifer	E	2016-04-05	NA	LongerOrNever	0.8	188.8	11.61	TRUE	TRUE	TRUE
O2	O2_3001	2013-09-11	Heifer	B	2015-08-03	NA	LongerOrNever	0	NA	0.39	FALSE	NA	FALSE
O2	O2_3001	2013-09-11	Heifer	F	2016-08-29	NA	LongerOrNever	0	17.8	0.86	FALSE	FALSE	FALSE
O2	O2_3001	2013-09-11	Heifer	G	2017-01-10	NA	LongerOrNever	NA	4.3	0.8	NA	FALSE	FALSE
O2	O2_3001	2013-09-11	Heifer	A	2015-04-27	NA	LongerOrNever	0	2.4	-0.01	FALSE	FALSE	FALSE
O2	O2_3004	2013-09-22	Heifer	F	2016-08-29	NA	LongerOrNever	0	16.1	0.68	FALSE	FALSE	FALSE
O2	O2_3004	2013-09-22	Heifer	G	2017-01-10	NA	LongerOrNever	NA	6.2	0.62	NA	FALSE	FALSE
O2	O2_3005	2013-09-18	Heifer	C	2015-11-11	NA	LongerOrNever	0	9.6	0.14	FALSE	FALSE	FALSE
O2	O2_3005	2013-09-18	Heifer	A	2015-04-27	NA	LongerOrNever	0	-4.2	0.44	FALSE	FALSE	FALSE
O2	O2_3007	2013-09-29	Heifer	A	2015-04-27	NA	LongerOrNever	0	-1.6	0.48	FALSE	FALSE	FALSE
O2	O2_3007	2013-09-29	Heifer	G	2017-01-10	NA	LongerOrNever	NA	8.6	0.69	NA	FALSE	FALSE
O2	O2_3007	2013-09-29	Heifer	C	2015-11-11	NA	LongerOrNever	0	91.3	6.29	FALSE	TRUE	TRUE
O2	O2_3007	2013-09-29	Heifer	E	2016-04-05	NA	LongerOrNever	0	159	80.59	FALSE	TRUE	TRUE
O2	O2_3007	2013-09-29	Heifer	F	2016-08-29	NA	LongerOrNever	1.6	140.7	5.12	TRUE	TRUE	TRUE
O2	O2_3007	2013-09-29	Heifer	D	2016-01-26	NA	LongerOrNever	0.2	193.5	52.73	TRUE	TRUE	TRUE
O2	O2_3024	2013-11-02	Heifer	F	2016-08-29	NA	LongerOrNever	0	2.5	0.75	FALSE	FALSE	FALSE
O2	O2_3024	2013-11-02	Heifer	A	2015-04-27	NA	LongerOrNever	0	-5	0.01	FALSE	FALSE	FALSE
O2	O2_3024	2013-11-02	Heifer	D	2016-01-26	NA	LongerOrNever	0	-6.1	1.03	FALSE	FALSE	FALSE
O2	O2_3024	2013-11-02	Heifer	E	2016-04-05	NA	LongerOrNever	0	4.6	0.63	FALSE	FALSE	FALSE
O2	O2_3024	2013-11-02	Heifer	C	2015-11-11	NA	LongerOrNever	0	-6	0.25	FALSE	FALSE	FALSE
O2	O2_3024	2013-11-02	Heifer	G	2017-01-10	NA	LongerOrNever	NA	1	0.65	NA	FALSE	FALSE
O2	O2_3027	2013-11-04	Heifer	G	2017-01-10	NA	LongerOrNever	NA	166.2	0.8	NA	TRUE	FALSE
O2	O2_3027	2013-11-04	Heifer	E	2016-04-05	NA	LongerOrNever	1.2	102.3	4.48	TRUE	TRUE	TRUE
O2	O2_3027	2013-11-04	Heifer	D	2016-01-26	NA	LongerOrNever	1.2	156	5.77	TRUE	TRUE	TRUE
O2	O2_3027	2013-11-04	Heifer	F	2016-08-29	NA	LongerOrNever	0.2	157.1	7.16	TRUE	TRUE	TRUE
O2	O2_3031	2013-11-19	Heifer	C	2015-11-11	NA	LongerOrNever	1	177.9	49.17	TRUE	TRUE	TRUE
O2	O2_3031	2013-11-19	Heifer	A	2015-04-27	NA	LongerOrNever	0	0.5	-0.01	FALSE	FALSE	FALSE
O2	O2_3032	2013-11-19	Heifer	E	2016-04-05	NA	LongerOrNever	1.4	152.4	59.31	TRUE	TRUE	TRUE
O2	O2_3032	2013-11-19	Heifer	F	2016-08-29	NA	LongerOrNever	1.2	187.5	92.26	TRUE	TRUE	TRUE
O2	O2_3032	2013-11-19	Heifer	D	2016-01-26	NA	LongerOrNever	0.4	155.8	29.81	TRUE	TRUE	TRUE
O2	O2_3032	2013-11-19	Heifer	G	2017-01-10	NA	LongerOrNever	NA	201	58.39	NA	TRUE	TRUE
O2	O2_3050	2013-12-21	Calf	F	2016-08-29	NA	LongerOrNever	0	176.8	4.52	FALSE	TRUE	TRUE
O2	O2_3050	2013-12-21	Calf	B	2015-08-03	NA	LongerOrNever	0	175.8	0.41	FALSE	TRUE	FALSE
O2	O2_3050	2013-12-21	Calf	A	2015-04-27	NA	LongerOrNever	0	10.4	0.08	FALSE	FALSE	FALSE
O2	O2_3050	2013-12-21	Calf	D	2016-01-26	NA	LongerOrNever	0	249.8	6.49	FALSE	TRUE	TRUE
O2	O2_3050	2013-12-21	Calf	C	2015-11-11	NA	LongerOrNever	0.2	102.9	5.84	TRUE	TRUE	TRUE
O2	O2_3050	2013-12-21	Calf	E	2016-04-05	NA	LongerOrNever	1.4	203.9	7.71	TRUE	TRUE	TRUE
O2	O2_3072	2014-02-10	Calf	A	2015-04-27	NA	LongerOrNever	0	3.5	0.06	FALSE	FALSE	FALSE
O2	O2_3072	2014-02-10	Calf	G	2017-01-10	NA	LongerOrNever	NA	212	80.82	NA	TRUE	TRUE
O2	O2_3072	2014-02-10	Calf	B	2015-08-03	NA	LongerOrNever	0	NA	0.3	FALSE	NA	FALSE
O2	O2_3072	2014-02-10	Calf	F	2016-08-29	NA	LongerOrNever	1.4	198.2	13.2	TRUE	TRUE	TRUE
O2	O2_3072	2014-02-10	Calf	C	2015-11-11	NA	LongerOrNever	0	124.2	15.73	FALSE	TRUE	TRUE
O2	O2_3072	2014-02-10	Calf	D	2016-01-26	NA	LongerOrNever	0.8	225.1	13.78	TRUE	TRUE	TRUE
O2	O2_3072	2014-02-10	Calf	E	2016-04-05	NA	LongerOrNever	2.2	177.1	74.3	TRUE	TRUE	TRUE
O2	O2_3078	2014-03-02	Calf	C	2015-11-11	NA	LongerOrNever	0.4	164.7	12.74	TRUE	TRUE	TRUE
O2	O2_3078	2014-03-02	Calf	A	2015-04-27	NA	LongerOrNever	0	3.1	0.03	FALSE	FALSE	FALSE
O2	O2_3078	2014-03-02	Calf	G	2017-01-10	NA	LongerOrNever	NA	59.2	0.66	NA	TRUE	FALSE
O2	O2_3078	2014-03-02	Calf	D	2016-01-26	NA	LongerOrNever	3.6	180.7	55.98	TRUE	TRUE	TRUE
O2	O2_3078	2014-03-02	Calf	F	2016-08-29	NA	LongerOrNever	2.6	204.5	59.78	TRUE	TRUE	TRUE
O2	O2_3078	2014-03-02	Calf	E	2016-04-05	NA	LongerOrNever	0.8	173.6	112.7	TRUE	TRUE	TRUE
O2	O2_3082	2014-03-08	Calf	C	2015-11-11	NA	LongerOrNever	0.8	150.8	57.98	TRUE	TRUE	TRUE
O2	O2_3082	2014-03-08	Calf	F	2016-08-29	NA	LongerOrNever	2.6	183.8	18.16	TRUE	TRUE	TRUE
O2	O2_3082	2014-03-08	Calf	G	2017-01-10	NA	LongerOrNever	NA	164.9	51.32	NA	TRUE	TRUE
O2	O2_3082	2014-03-08	Calf	E	2016-04-05	NA	LongerOrNever	6.8	104.6	29.67	TRUE	TRUE	TRUE
O2	O2_3082	2014-03-08	Calf	D	2016-01-26	NA	LongerOrNever	9.4	194.1	45.28	TRUE	TRUE	TRUE
O2	O2_3082	2014-03-08	Calf	A	2015-04-27	NA	LongerOrNever	0	5.6	0.32	FALSE	FALSE	FALSE
O2	O2_3087	2014-03-19	Calf	F	2016-08-29	NA	LongerOrNever	0	3.3	0.59	FALSE	FALSE	FALSE
O2	O2_3087	2014-03-19	Calf	G	2017-01-10	NA	LongerOrNever	NA	2.1	0.79	NA	FALSE	FALSE
O2	O2_3087	2014-03-19	Calf	E	2016-04-05	NA	LongerOrNever	0	0.4	0.64	FALSE	FALSE	FALSE
O2	O2_3087	2014-03-19	Calf	D	2016-01-26	NA	LongerOrNever	0	-10.8	0.68	FALSE	FALSE	FALSE
O2	O2_3087	2014-03-19	Calf	C	2015-11-11	NA	LongerOrNever	0	0.9	0.19	FALSE	FALSE	FALSE
O2	O2_3087	2014-03-19	Calf	A	2015-04-27	NA	LongerOrNever	0	5.5	0.02	FALSE	FALSE	FALSE
O2	O2_3088	2014-03-19	Calf	A	2015-04-27	NA	LongerOrNever	0	1	0.07	FALSE	FALSE	FALSE
O2	O2_3088	2014-03-19	Calf	F	2016-08-29	NA	LongerOrNever	0.2	124.9	2.27	TRUE	TRUE	TRUE
O2	O2_3088	2014-03-19	Calf	C	2015-11-11	NA	LongerOrNever	0	16.2	0.26	FALSE	FALSE	FALSE
O2	O2_3088	2014-03-19	Calf	E	2016-04-05	NA	LongerOrNever	0	138.1	0.58	FALSE	TRUE	FALSE
O2	O2_3088	2014-03-19	Calf	D	2016-01-26	NA	LongerOrNever	0	137.3	0.89	FALSE	TRUE	FALSE
O2	O2_3088	2014-03-19	Calf	G	2017-01-10	NA	LongerOrNever	NA	157.5	15.44	NA	TRUE	TRUE
O2	O2_3089	2014-03-20	Calf	E	2016-04-05	NA	LongerOrNever	29.6	227	74.26	TRUE	TRUE	TRUE
O2	O2_3089	2014-03-20	Calf	A	2015-04-27	NA	LongerOrNever	0	1.4	0.35	FALSE	FALSE	FALSE
O2	O2_3089	2014-03-20	Calf	F	2016-08-29	90	Within20weeks	3.8	193.7	47.66	TRUE	TRUE	TRUE
O2	O2_3089	2014-03-20	Calf	C	2015-11-11	NA	LongerOrNever	0.8	186.6	72.03	TRUE	TRUE	TRUE
O2	O2_3089	2014-03-20	Calf	G	2017-01-10	224	LongerOrNever	NA	189.3	49.13	NA	TRUE	TRUE
O2	O2_3089	2014-03-20	Calf	D	2016-01-26	NA	LongerOrNever	78.4	187.6	78.35	TRUE	TRUE	TRUE
O2	O2_3093	2014-04-03	Calf	C	2015-11-11	NA	LongerOrNever	0.4	6.2	0.12	TRUE	FALSE	FALSE
O2	O2_3093	2014-04-03	Calf	E	2016-04-05	NA	LongerOrNever	0	22.3	0.59	FALSE	FALSE	FALSE
O2	O2_3093	2014-04-03	Calf	G	2017-01-10	NA	LongerOrNever	NA	3.9	0.51	NA	FALSE	FALSE
O2	O2_3093	2014-04-03	Calf	A	2015-04-27	NA	LongerOrNever	0	2.9	0.1	FALSE	FALSE	FALSE
O2	O2_3093	2014-04-03	Calf	D	2016-01-26	NA	LongerOrNever	0	3.2	0.73	FALSE	FALSE	FALSE
O2	O2_3101	2014-05-15	Calf	C	2015-11-11	NA	LongerOrNever	0	12.8	0.12	FALSE	FALSE	FALSE
O2	O2_3101	2014-05-15	Calf	D	2016-01-26	NA	LongerOrNever	0	7.9	0.52	FALSE	FALSE	FALSE
O2	O2_3101	2014-05-15	Calf	A	2015-04-27	NA	LongerOrNever	0	-5.1	0.05	FALSE	FALSE	FALSE
O2	O2_3101	2014-05-15	Calf	E	2016-04-05	NA	LongerOrNever	0	2.6	0.58	FALSE	FALSE	FALSE
O2	O2_3108	2014-07-17	Calf	D	2016-01-26	NA	LongerOrNever	1.6	89	28.33	TRUE	TRUE	TRUE
O2	O2_3108	2014-07-17	Calf	F	2016-08-29	NA	LongerOrNever	0	174.9	0.89	FALSE	TRUE	FALSE
O2	O2_3108	2014-07-17	Calf	C	2015-11-11	NA	LongerOrNever	0.6	177.3	81.58	TRUE	TRUE	TRUE
O2	O2_3108	2014-07-17	Calf	A	2015-04-27	NA	LongerOrNever	0	4.5	0.06	FALSE	FALSE	FALSE
O2	O2_3108	2014-07-17	Calf	E	2016-04-05	NA	LongerOrNever	1.8	173.6	12.2	TRUE	TRUE	TRUE
O2	O2_3140	2014-08-28	Calf	D	2016-01-26	NA	LongerOrNever	1.6	172.7	22.89	TRUE	TRUE	TRUE
O2	O2_3140	2014-08-28	Calf	G	2017-01-10	85	Within20weeks	NA	124.8	0.81	NA	TRUE	FALSE
O2	O2_3140	2014-08-28	Calf	A	2015-04-27	NA	LongerOrNever	0	5.9	-0.04	FALSE	FALSE	FALSE
O2	O2_3140	2014-08-28	Calf	C	2015-11-11	NA	LongerOrNever	2.6	158.6	25.05	TRUE	TRUE	TRUE
O2	O2_3140	2014-08-28	Calf	E	2016-04-05	NA	LongerOrNever	1.2	158.4	8.55	TRUE	TRUE	TRUE
